	PRESF	PASTF	LEMMAF	 REG	NULL	X->{	X->$t	5->u	g5->wEnt
frQst->frQ-stId	143	9	214	1	0	0	0	0	0
@dIkt->@-dIk-tId	25	9	109	1	0	0	0	0	0
En_Inir->En-_I-nird	234	9	603	1	0	0	0	0	0
fl$->fl$d	65	9	145	1	0	0	0	0	0
dIsIng1_->dIs-In-g1_d	4	9	33	1	0	0	0	0	0
spid->spi-dId	1292	8	1736	1	0	0	0	0	0
bVl_->bVl_d	65	8	268	1	0	0	0	0	0
kwIv3->kwI-v3d	30	8	223	1	0	0	0	0	0
drIp->drIpt	34	8	221	1	0	0	0	0	0
hQrm->hQrmd	572	8	727	1	0	0	0	0	0
mInIm2z->mI-nI-m2zd	25	8	170	1	0	0	0	0	0
sk{n->sk{nd	20	8	176	1	0	0	0	0	0
stQk->stQkt	1064	8	1386	1	0	0	0	0	0
Iv{ljU1t->I-v{l-jU-1-tId	20	8	151	1	0	0	0	0	0
bust->bu-stId	72	8	202	1	0	0	0	0	0
drup->drupt	13	8	157	1	0	0	0	0	0
plQt->plQ-tId	345	8	569	1	0	0	0	0	0
Insju->In-sjud	3	8	135	1	0	0	0	0	0
Tr{S->Tr{St	8	8	131	1	0	0	0	0	0
d6n->d6nd	21923	8	22079	1	0	0	0	0	0
p{kI_->p{-kI_d	284	8	487	1	0	0	0	0	0
rIbEl->rI-bEld	86	8	299	1	0	0	0	0	0
spr6t->spr6-tId	14	8	157	1	0	0	0	0	0
rIvQlv->rI-vQlvd	9	8	123	1	0	0	0	0	0
@sEnd->@-sEn-dId	7	8	121	1	0	0	0	0	0
rElIS->rE-lISt	113	8	222	1	0	0	0	0	0
{v@rI_->{-v@-rI_d	1712	8	1842	1	0	0	0	0	0
k@rEs->k@-rEst	21	8	148	1	0	0	0	0	0
win->wind	6	8	113	1	0	0	0	0	0
Sild->Sil-dId	121	8	251	1	0	0	0	0	0
g{l@p->g{-l@pt	33	8	140	1	0	0	0	0	0
w1v3->w1-v3d	4	8	110	1	0	0	0	0	0
h{k->h{kt	27	8	142	1	0	0	0	0	0
TVnd3->TVn-d3d	187	8	291	1	0	0	0	0	0
kl$->kl$d	45	8	266	1	0	0	0	0	0
k@ns5l->k@n-s5ld	44	8	143	1	0	0	0	0	0
dIsm{nt@l->dIs-m{n-t@ld	6	8	103	1	0	0	0	0	0
r1k->r1kt	31	8	135	1	0	0	0	0	0
swup->swupt	19	8	117	1	0	0	0	0	0
t$r->t$d	701	8	880	1	0	0	0	0	0
b{Nk->b{Nkt	2346	8	3187	1	0	0	0	0	0
dIsk@ns3t->dIs-k@n-s3-tId	1	8	96	1	0	0	0	0	0
ril->rild	182	8	325	1	0	0	0	0	0
skriJ->skriJt	31	8	127	1	0	0	0	0	0
s@bskr2b->s@b-skr2bd	11	8	96	1	0	0	0	0	0
6tw1->6t-w1d	10	8	94	1	0	0	0	0	0
k5ks->k5kst	8	8	88	1	0	0	0	0	0
t3mIn1t->t3-mI-n1-tId	9	8	88	1	0	0	0	0	0
rIfjut->rI-fju-tId	10	8	86	1	0	0	0	0	0
dIskrEdIt->dIs-krE-dI-tId	22	8	99	1	0	0	0	0	0
fINg3->fIN-g3d	871	8	2297	1	0	0	0	0	0
rIkl1m->rI-kl1md	7	8	85	1	0	0	0	0	0
dIflEkt->dI-flEk-tId	7	8	82	1	0	0	0	0	0
trV_->trV_d	8	8	86	1	0	0	0	0	0
p{J->p{Jt	304	8	587	1	0	0	0	0	0
h3d->h3-dId	162	8	362	1	0	0	0	0	0
t1m->t1md	68	8	149	1	0	0	0	0	0
Ins3k@l->In-s3-k@ld	3	8	79	1	0	0	0	0	0
trEZ3->trE-Z3d	162	8	337	1	0	0	0	0	0
p3_->p3_d	37	8	115	1	0	0	0	0	0
@d$n->@-d$nd	6	8	75	1	0	0	0	0	0
bVk@l->bV-k@ld	23	8	109	1	0	0	0	0	0
prIsIpIt1t->prI-sI-pI-t1-tId	14	8	84	1	0	0	0	0	0
djuplIk1t->dju-plI-k1-tId	32	8	105	1	0	0	0	0	0
IkspEnd->Ik-spEn-dId	6	8	73	1	0	0	0	0	0
InfIltr1t->In-fIl-tr1-tId	5	8	73	1	0	0	0	0	0
IntEr5g1t->In-tE-r5-g1-tId	4	8	73	1	0	0	0	0	0
klQg->klQgd	3	8	87	1	0	0	0	0	0
s3fIs->s3-fIst	1721	8	1961	1	0	0	0	0	0
Igz{s@b1t->Ig-z{-s@-b1-tId	4	8	69	1	0	0	0	0	0
ImprInt->Im-prIn-tId	40	8	114	1	0	0	0	0	0
hEr@ld->hE-r@l-dId	88	8	156	1	0	0	0	0	0
b{ndI_->b{n-dI_d	67	8	177	1	0	0	0	0	0
k{m@fl{Z->k{-m@-fl{Zd	49	8	109	1	0	0	0	0	0
Impr@v2z->Im-pr@-v2zd	5	8	66	1	0	0	0	0	0
t@tu->t@-tud	47	8	120	1	0	0	0	0	0
kr1d@l->kr1-d@ld	88	8	160	1	0	0	0	0	0
hVs@l->hV-s@ld	12	8	74	1	0	0	0	0	0
r{k->r{kt	145	8	253	1	0	0	0	0	0
@s{sIn1t->@-s{-sI-n1-tId	5	8	64	1	0	0	0	0	0
kl{s->kl{st	3793	8	4976	1	0	0	0	0	0
sk1l->sk1ld	1313	8	1542	1	0	0	0	0	0
SrEd->SrE-dId	25	8	143	1	0	0	0	0	0
Int5n->In-t5nd	2	8	62	1	0	0	0	0	0
s{NkS@n->s{Nk-S@nd	66	8	219	1	0	0	0	0	0
In_End3->In-_En-d3d	2	8	61	1	0	0	0	0	0
Igz$t->Ig-z$-tId	1	8	61	1	0	0	0	0	0
S{d5->S{-d5d	641	8	1093	1	0	0	0	0	0
rElIg1t->rE-lI-g1-tId	3	8	58	1	0	0	0	0	0
mIr3->mI-r3d	735	8	937	1	0	0	0	0	0
kwirrI->kwir-rId	57	8	151	1	0	0	0	0	0
skIn->skInd	1617	8	1889	1	0	0	0	0	0
w$p->w$pt	38	8	96	1	0	0	0	0	0
k4n->k4nd	134	8	365	1	0	0	0	0	0
kQnfIsk1t->kQn-fI-sk1-tId	3	8	55	1	0	0	0	0	0
stirrirt2p->stir-rir-t2pt	41	8	146	1	0	0	0	0	0
fr{kJ3->fr{k-J3d	39	8	112	1	0	0	0	0	0
Ind2t->In-d2-tId	2	8	54	1	0	0	0	0	0
r{vI_->r{-vI_d	2	8	54	1	0	0	0	0	0
glu->glud	52	8	108	1	0	0	0	0	0
@pr5prI1t->@-pr5-prI-1-tId	1082	8	1133	1	0	0	0	0	0
Il{ps->I-l{pst	2	8	51	1	0	0	0	0	0
@s1l->@-s1ld	1	8	50	1	0	0	0	0	0
p@v3t->p@-v3-tId	12	8	67	1	0	0	0	0	0
pQkIt->pQ-kI-tId	1003	8	1393	1	0	0	0	0	0
s2z->s2zd	2015	8	2248	1	0	0	0	0	0
JQrr->JQrd	8	8	56	1	0	0	0	0	0
ImbIt3->Im-bI-t3d	1	8	49	1	0	0	0	0	0
Imp63->Im-p6-3d	1	8	49	1	0	0	0	0	0
f$m@l2z->f$-m@-l2zd	1	8	49	1	0	0	0	0	0
InstItjut->In-stI-tju-tId	585	8	704	1	0	0	0	0	0
l5k@l2z->l5-k@-l2zd	2	8	49	1	0	0	0	0	0
fED3->fE-D3d	96	8	427	1	0	0	0	0	0
Int@tw2n->In-t@-tw2nd	1	8	48	1	0	0	0	0	0
skr$l->skr$ld	10	8	60	1	0	0	0	0	0
sup@rImp5z->su-p@-rIm-p5zd	1	8	46	1	0	0	0	0	0
tQrnIS->tQr-nISt	4	8	49	1	0	0	0	0	0
kQb@l->kQ-b@ld	4	8	73	1	0	0	0	0	0
mEzm@r2z->mEz-m@-r2zd	0	8	45	1	0	0	0	0	0
$rIEnt1t->$-rI-En-t1-tId	1	8	45	1	0	0	0	0	0
mIspl1s->mIs-pl1st	1	8	44	1	0	0	0	0	0
kQrpIt->kQr-pI-tId	416	8	579	1	0	0	0	0	0
SVt3->SV-t3d	36	8	143	1	0	0	0	0	0
Vph5lst3->Vp-h5l-st3d	0	8	40	1	0	0	0	0	0
dIsInkl2n->dIs-In-kl2nd	0	8	10	1	0	0	0	0	0
k5p->k5pt	182	7	812	1	0	0	0	0	0
ikw@l->i-kw@ld	1143	7	1494	1	0	0	0	0	0
fVNkS@n->fVNk-S@nd	1007	7	1692	1	0	0	0	0	0
_5k->_5kt	593	7	1098	1	0	0	0	0	0
k@mpr2z->k@m-pr2zd	14	7	200	1	0	0	0	0	0
r5t1t->r5-t1-tId	15	7	198	1	0	0	0	0	0
sIgnIf2->sIg-nI-f2d	13	7	164	1	0	0	0	0	0
IkspErIm@nt->Ik-spE-rI-m@n-tId	508	7	1149	1	0	0	0	0	0
dIk1->dI-k1d	174	7	321	1	0	0	0	0	0
pr5b->pr5bd	67	7	234	1	0	0	0	0	0
tr{nsEnd->tr{n-sEn-dId	17	7	152	1	0	0	0	0	0
lEs@n->lE-s@nd	17	7	141	1	0	0	0	0	0
Iv1d->I-v1-dId	18	7	135	1	0	0	0	0	0
nVrIS->nV-rISt	5	7	131	1	0	0	0	0	0
r{Nk->r{Nkt	360	7	629	1	0	0	0	0	0
TIn->TInd	1345	7	1556	1	0	0	0	0	0
wild->wil-dId	10	7	122	1	0	0	0	0	0
gl2d->gl2-dId	14	7	129	1	0	0	0	0	0
kQmpr@m2z->kQm-pr@-m2zd	280	7	415	1	0	0	0	0	0
hQrnIs->hQr-nIst	90	7	208	1	0	0	0	0	0
lENT@n->lEN-T@nd	9	7	111	1	0	0	0	0	0
br$d@n->br$-d@nd	10	7	109	1	0	0	0	0	0
snik->snikt	23	7	120	1	0	0	0	0	0
bru->brud	35	7	147	1	0	0	0	0	0
prQsp3->prQ-sp3d	15	7	106	1	0	0	0	0	0
swQp->swQpt	19	7	115	1	0	0	0	0	0
j3n->j3nd	6	7	102	1	0	0	0	0	0
Esk@l1t->E-sk@-l1-tId	9	7	100	1	0	0	0	0	0
rIp@l->rI-p@ld	42	7	174	1	0	0	0	0	0
s{lvI_->s{l-vI_d	22	7	107	1	0	0	0	0	0
blQt->blQ-tId	22	7	118	1	0	0	0	0	0
drVm->drVmd	138	7	380	1	0	0	0	0	0
sImp@T2z->sIm-p@-T2zd	14	7	97	1	0	0	0	0	0
TrQb->TrQbd	24	7	117	1	0	0	0	0	0
tQp@l->tQ-p@ld	9	7	97	1	0	0	0	0	0
sk5ld->sk5l-dId	10	7	97	1	0	0	0	0	0
br2b->br2bd	57	7	178	1	0	0	0	0	0
flEks->flEkst	33	7	118	1	0	0	0	0	0
nIb@l->nI-b@ld	8	7	101	1	0	0	0	0	0
h{J->h{Jt	103	7	206	1	0	0	0	0	0
hIJ->hIJt	40	7	128	1	0	0	0	0	0
rIdim->rI-dimd	10	7	91	1	0	0	0	0	0
k@nsEnt->k@n-sEn-tId	205	7	288	1	0	0	0	0	0
sp$n->sp$nd	9	7	94	1	0	0	0	0	0
tQt3->tQ-t3d	4	7	90	1	0	0	0	0	0
J3n->J3nd	13	7	104	1	0	0	0	0	0
k@ntEst->k@n-tE-stId	173	7	294	1	0	0	0	0	0
snir->snird	27	7	114	1	0	0	0	0	0
skVrI->skV-rId	5	7	90	1	0	0	0	0	0
JVk->JVkt	12	7	88	1	0	0	0	0	0
griv->grivd	6	7	86	1	0	0	0	0	0
grum->grumd	73	7	189	1	0	0	0	0	0
sk3t->sk3-tId	357	7	608	1	0	0	0	0	0
w1n->w1nd	15	7	97	1	0	0	0	0	0
mQrr->mQrd	12	7	85	1	0	0	0	0	0
p5J->p5Jt	4	7	85	1	0	0	0	0	0
rIk6nt->rI-k6n-tId	7	7	91	1	0	0	0	0	0
Ikw1t->I-kw1-tId	8	7	84	1	0	0	0	0	0
fj$l->fj$ld	813	7	1158	1	0	0	0	0	0
2@n->2-@nd	1234	7	1356	1	0	0	0	0	0
Vnp{k->Vn-p{kt	8	7	84	1	0	0	0	0	0
InvEl@p->In-vE-l@pt	3	7	83	1	0	0	0	0	0
sk63->sk6-3d	12	7	92	1	0	0	0	0	0
d{b->d{bd	17	7	122	1	0	0	0	0	0
f1k->f1kt	122	7	207	1	0	0	0	0	0
ri@r1n_->ri-@-r1n_d	6	7	79	1	0	0	0	0	0
rIpEl->rI-pEld	7	7	79	1	0	0	0	0	0
Ilud->I-lu-dId	5	7	78	1	0	0	0	0	0
lVmb3->lVm-b3d	27	7	103	1	0	0	0	0	0
spQrk@l->spQr-k@ld	23	7	100	1	0	0	0	0	0
{gr@v1t->{-gr@-v1-tId	6	7	77	1	0	0	0	0	0
Iksp23->Ik-sp2-3d	6	7	77	1	0	0	0	0	0
fl1v3->fl1-v3d	315	7	418	1	0	0	0	0	0
pr@pEl->pr@-pEld	5	7	74	1	0	0	0	0	0
st$l->st$ld	126	7	296	1	0	0	0	0	0
{ksEntjU1t->{k-sEn-tjU-1-tId	5	7	71	1	0	0	0	0	0
hVmp->hVmpt	54	7	137	1	0	0	0	0	0
sk$n->sk$nd	109	7	174	1	0	0	0	0	0
skrutIn2z->skru-tI-n2zd	4	7	69	1	0	0	0	0	0
f1n->f1nd	4	7	68	1	0	0	0	0	0
ri_4n->ri-_4nd	8	7	73	1	0	0	0	0	0
vErIf2->vE-rI-f2d	7	7	68	1	0	0	0	0	0
$gmEnt->$g-mEn-tId	5	7	67	1	0	0	0	0	0
t5->t5d	44	7	107	0	1	0	0	0	0
Inr5l->In-r5ld	5	7	66	1	0	0	0	0	0
mIns->mInst	39	7	101	1	0	0	0	0	0
dImQr@l2z->dI-mQ-r@-l2zd	3	7	65	1	0	0	0	0	0
lut->lu-tId	67	7	130	1	0	0	0	0	0
VnliS->Vn-liSt	4	7	65	1	0	0	0	0	0
s@pl{nt->s@-pl{n-tId	6	7	64	1	0	0	0	0	0
k3t1l->k3-t1ld	5	7	63	1	0	0	0	0	0
p3sIkjut->p3-sI-kju-tId	4	7	63	1	0	0	0	0	0
k{p->k{pt	489	7	722	1	0	0	0	0	0
krusIf2->kru-sI-f2d	5	7	62	1	0	0	0	0	0
Impl{nt->Im-pl{n-tId	3	7	61	1	0	0	0	0	0
nVm->nVmd	70	7	130	1	0	0	0	0	0
spQrk->spQrkt	90	7	245	1	0	0	0	0	0
I_Ekt->I-_Ek-tId	4	7	60	1	0	0	0	0	0
lup->lupt	101	7	209	1	0	0	0	0	0
s@lut->s@-lu-tId	96	7	161	1	0	0	0	0	0
splInt3->splIn-t3d	26	7	122	1	0	0	0	0	0
mjuz->mjuzd	17	7	92	1	0	0	0	0	0
r{m->r{md	88	7	169	1	0	0	0	0	0
t5t@l->t5-t@ld	2436	7	2520	1	0	0	0	0	0
IkstINgwIS->Ik-stIN-gwISt	4	7	57	1	0	0	0	0	0
rIbjuk->rI-bjukt	48	7	105	1	0	0	0	0	0
b3d@n->b3-d@nd	488	7	605	1	0	0	0	0	0
k{str1t->k{-str1-tId	4	7	56	1	0	0	0	0	0
kQr@l1t->kQ-r@-l1-tId	4	7	59	1	0	0	0	0	0
dIp$t->dI-p$-tId	4	7	56	1	0	0	0	0	0
dIm->dImd	277	7	352	1	0	0	0	0	0
_5lt->_5l-tId	31	7	93	1	0	0	0	0	0
st{m3->st{-m3d	13	7	68	1	0	0	0	0	0
pin@l2z->pi-n@-l2zd	3	7	55	1	0	0	0	0	0
ril1->ri-l1d	48	7	137	1	0	0	0	0	0
mIstIf2->mI-stI-f2d	1	7	53	1	0	0	0	0	0
br{nd->br{n-dId	189	7	283	1	0	0	0	0	0
5v@S{d5->5-v@-S{-d5d	2	7	52	1	0	0	0	0	0
rIpil->rI-pild	47	7	95	1	0	0	0	0	0
fr1->fr1d	37	7	86	1	0	0	0	0	0
sp{t3->sp{-t3d	9	7	58	1	0	0	0	0	0
br1nwQS->br1n-wQSt	2	7	49	1	0	0	0	0	0
disEntr@l2z->di-sEn-tr@-l2zd	2	7	49	1	0	0	0	0	0
frIkwEnt->frI-kwEn-tId	398	7	445	1	0	0	0	0	0
p5l@r2z->p5-l@-r2zd	1	7	49	1	0	0	0	0	0
gl$rIf2->gl$-rI-f2d	2	7	48	1	0	0	0	0	0
bVt3->bV-t3d	490	7	537	1	0	0	0	0	0
pEn->pEnd	343	7	508	1	0	0	0	0	0
bl{nJ->bl{nJt	2	7	46	1	0	0	0	0	0
kQnsIkr1t->kQn-sI-kr1-tId	2	7	45	1	0	0	0	0	0
fEns->fEnst	399	7	582	1	0	0	0	0	0
InSr2n->In-Sr2nd	1	7	44	1	0	0	0	0	0
dIr1n_->dI-r1n_d	2	7	43	1	0	0	0	0	0
sp2s->sp2st	46	7	168	1	0	0	0	0	0
hQspIt@l2z->hQs-pI-t@l-2zd	1	7	42	1	0	0	0	0	0
p@t3b->p@-t3bd	1	7	42	1	0	0	0	0	0
S{k@l->S{-k@ld	8	7	73	1	0	0	0	0	0
tInt->tIn-tId	25	7	73	1	0	0	0	0	0
dIpr1v->dI-pr1vd	1	7	41	1	0	0	0	0	0
Int@_Ekt->In-t@-_Ek-tId	1	7	41	1	0	0	0	0	0
5v@w3k->5-v@-w3kt	22	7	62	1	0	0	0	0	0
k@nstru->k@n-strud	1	7	40	1	0	0	0	0	0
p3s@n@l2z->p3-s@n-@-l2zd	1	7	40	1	0	0	0	0	0
prES3->prE-S3d	1908	7	2478	1	0	0	0	0	0
t1nt->t1n-tId	15	7	55	1	0	0	0	0	0
fQsIl2z->fQ-sI-l2zd	0	7	38	1	0	0	0	0	0
rin1m->ri-n1md	0	7	38	1	0	0	0	0	0
dIs$g@n2z->dIs-$-g@-n2zd	0	7	37	1	0	0	0	0	0
flVst3->flV-st3d	3	7	40	1	0	0	0	0	0
dIstEnd->dI-stEn-dId	0	7	36	1	0	0	0	0	0
irmQrk->ir-mQrkt	0	7	38	1	0	0	0	0	0
k1_->k1_d	225	7	323	1	0	0	0	0	0
kr1z->kr1zd	45	7	83	1	0	0	0	0	0
InsEns->In-sEnst	79	7	114	1	0	0	0	0	0
w3d->w3-dId	3950	7	8863	1	0	0	0	0	0
k@mpit->k@m-pi-tId	64	6	469	1	0	0	0	0	0
h{rI->h{-rId	102	6	446	1	0	0	0	0	0
kruz->kruzd	134	6	439	1	0	0	0	0	0
bQrgIn->bQr-gInd	206	6	505	1	0	0	0	0	0
k5Qp@r1t->k5-Q-p@-r1-tId	35	6	202	1	0	0	0	0	0
b{t@l->b{-t@ld	1251	6	1618	1	0	0	0	0	0
n{g->n{gd	11	6	169	1	0	0	0	0	0
glIs@n->glI-s@nd	2	6	157	1	0	0	0	0	0
k@ntEnd->k@n-tEn-dId	21	6	154	1	0	0	0	0	0
l3k->l3kt	5	6	154	1	0	0	0	0	0
m@tj$r->m@-tj$d	269	6	403	1	0	0	0	0	0
rEs@l->rE-s@ld	10	6	142	1	0	0	0	0	0
pr@trud->pr@-tru-dId	5	6	136	1	0	0	0	0	0
mEs->mEst	456	6	597	1	0	0	0	0	0
kQntr@dIkt->kQn-tr@-dIk-tId	17	6	131	1	0	0	0	0	0
r2D->r2Dd	5	6	130	1	0	0	0	0	0
@sp23->@-sp2-3d	12	6	127	1	0	0	0	0	0
$lt@n1t->$l-t@-n1-tId	65	6	186	1	0	0	0	0	0
bVb@l->bV-b@ld	69	6	275	1	0	0	0	0	0
g1p->g1pt	9	6	128	1	0	0	0	0	0
fId@l->fI-d@ld	34	6	150	1	0	0	0	0	0
m@nuv3->m@-nu-v3d	107	6	296	1	0	0	0	0	0
vIZ$l2z->vI-Z$-l2zd	17	6	118	1	0	0	0	0	0
r{lI->r{-lId	223	6	393	1	0	0	0	0	0
w2n->w2nd	47	6	161	1	0	0	0	0	0
dIskrImIn1t->dI-skrI-mI-n1-tId	18	6	118	1	0	0	0	0	0
fVs->fVst	287	6	392	1	0	0	0	0	0
rI_4s->rI-_4st	9	6	105	1	0	0	0	0	0
wEld->wEl-dId	11	6	112	1	0	0	0	0	0
k@nv3_->k@n-v3_d	9	6	104	1	0	0	0	0	0
@f3m->@-f3md	9	6	103	1	0	0	0	0	0
bVs@l->bV-s@ld	56	6	162	1	0	0	0	0	0
mQp->mQpt	47	6	151	1	0	0	0	0	0
p@pEJU1t->p@-pE-JU-1-tId	10	6	101	1	0	0	0	0	0
b2p{s->b2-p{st	45	6	134	1	0	0	0	0	0
ImpQrt->Im-pQr-tId	10	6	99	1	0	0	0	0	0
nir->nird	3377	6	4393	1	0	0	0	0	0
rIn6ns->rI-n6nst	12	6	96	1	0	0	0	0	0
IndEv3->In-dE-v3d	81	6	207	1	0	0	0	0	0
fVk->fVkt	154	6	241	1	0	0	0	0	0
pul->puld	593	6	827	1	0	0	0	0	0
p{tr@n2z->p{-tr@-n2zd	4	6	93	1	0	0	0	0	0
s1v3->s1-v3d	22	6	107	1	0	0	0	0	0
wQb@l->wQ-b@ld	7	6	98	1	0	0	0	0	0
brIs@l->brI-s@ld	18	6	144	1	0	0	0	0	0
dIspEl->dI-spEld	13	6	91	1	0	0	0	0	0
_Qs@l->_Q-s@ld	4	6	91	1	0	0	0	0	0
lQl->lQld	4	6	90	1	0	0	0	0	0
IgzIl@r1t->Ig-zI-l@-r1-tId	0	6	89	1	0	0	0	0	0
siD->siDd	2	6	86	1	0	0	0	0	0
kl{S->kl{St	138	6	271	1	0	0	0	0	0
mQrv@l->mQr-v@ld	35	6	139	1	0	0	0	0	0
p6ns->p6nst	15	6	89	1	0	0	0	0	0
t63->t6-3d	820	6	1093	1	0	0	0	0	0
Impid->Im-pi-dId	9	6	80	1	0	0	0	0	0
n$->n$d	4	6	79	1	0	0	0	0	0
rVmb@l->rVm-b@ld	44	6	128	1	0	0	0	0	0
rVs@l->rV-s@ld	39	6	118	1	0	0	0	0	0
p@r1d->p@-r1-dId	236	6	332	1	0	0	0	0	0
IlIsIt->I-lI-sI-tId	8	6	75	1	0	0	0	0	0
b2sIk@l->b2-sI-k@ld	321	6	478	1	0	0	0	0	0
nIsEsIt1t->nI-sE-sI-t1-tId	6	6	73	1	0	0	0	0	0
k@l{b@r1t->k@-l{-b@-r1-tId	6	6	72	1	0	0	0	0	0
k@mEns->k@-mEnst	7	6	72	1	0	0	0	0	0
krVnJ->krVnJt	48	6	117	1	0	0	0	0	0
Infj$rI1t->In-fj$-rI-1-tId	2	6	72	1	0	0	0	0	0
nIp->nIpt	17	6	89	1	0	0	0	0	0
kwIk@n->kwI-k@nd	4	6	72	1	0	0	0	0	0
J1r->J1rd	1849	6	2512	1	0	0	0	0	0
_{b->_{bd	15	6	88	1	0	0	0	0	0
sl{k@n->sl{-k@nd	5	6	71	1	0	0	0	0	0
l{p->l{pt	324	6	423	1	0	0	0	0	0
pl2->pl2d	9	6	74	1	0	0	0	0	0
dr{m@t2z->dr{-m@-t2zd	7	6	68	1	0	0	0	0	0
rEv@luS@n2z->rE-v@-lu-S@n-2zd	7	6	68	1	0	0	0	0	0
blVnd3->blVn-d3d	32	6	110	1	0	0	0	0	0
njutr@l2z->nju-tr@-l2zd	6	6	67	1	0	0	0	0	0
swIv@l->swI-v@ld	55	6	131	1	0	0	0	0	0
t1p3->t1-p3d	21	6	91	1	0	0	0	0	0
bIsEt->bI-sEt	6	6	63	0	1	0	0	0	0
skr{p->skr{pt	122	6	246	1	0	0	0	0	0
p{r@lEl->p{-r@-lEld	373	6	499	1	0	0	0	0	0
dIdVkt->dI-dVk-tId	6	6	61	1	0	0	0	0	0
sIn->sInd	437	6	699	1	0	0	0	0	0
gl63->gl6-3d	2	6	60	1	0	0	0	0	0
Impl$r->Im-pl$d	2	6	60	1	0	0	0	0	0
rIdIkjul->rI-dI-kjuld	66	6	121	1	0	0	0	0	0
s5S@l2z->s5-S@-l2zd	2	6	60	1	0	0	0	0	0
lVn_->lVn_d	24	6	82	1	0	0	0	0	0
tr2@mf->tr2-@mft	472	6	575	1	0	0	0	0	0
dIlud->dI-lu-dId	5	6	58	1	0	0	0	0	0
skQf->skQft	6	6	60	1	0	0	0	0	0
kQn->kQnd	23	6	106	1	0	0	0	0	0
r5->r5d	626	6	1118	1	0	0	0	0	0
SVn->SVnd	4	6	57	1	0	0	0	0	0
Vprut->Vp-ru-tId	3	6	57	1	0	0	0	0	0
k1b@l->k1-b@ld	193	6	340	1	0	0	0	0	0
rIv5lt->rI-v5l-tId	199	6	267	1	0	0	0	0	0
J2m->J2md	13	6	91	1	0	0	0	0	0
EmIgr1t->E-mI-gr1-tId	4	6	55	1	0	0	0	0	0
flQk->flQkt	123	6	255	1	0	0	0	0	0
f$fIt->f$-fI-tId	12	6	65	1	0	0	0	0	0
m$r->m$d	36	6	156	1	0	0	0	0	0
wIlt->wIl-tId	0	6	54	1	0	0	0	0	0
dI_En@r1t->dI-_E-n@-r1-tId	36	6	90	1	0	0	0	0	0
dIstIl->dI-stIld	3	6	53	1	0	0	0	0	0
s3m6nt->s3-m6n-tId	3	6	53	1	0	0	0	0	0
klQt->klQ-tId	24	6	82	1	0	0	0	0	0
hIn_->hIn_d	31	6	116	1	0	0	0	0	0
trup->trupt	73	6	139	1	0	0	0	0	0
Vnv1l->Vn-v1ld	3	6	52	1	0	0	0	0	0
f1r->f1rd	156	6	319	1	0	0	0	0	0
l5->l5d	2536	6	3772	1	0	0	0	0	0
br1d->br1-dId	29	6	77	1	0	0	0	0	0
sl{nt->sl{n-tId	24	6	74	1	0	0	0	0	0
bUJ3->bU-J3d	89	6	161	1	0	0	0	0	0
dIfjuz->dI-fjuzd	26	6	73	1	0	0	0	0	0
dIsgr1s->dIs-gr1st	120	6	166	1	0	0	0	0	0
lEvI->lE-vId	42	6	99	1	0	0	0	0	0
ri@f3m->ri-@-f3md	3	6	49	1	0	0	0	0	0
stVmp->stVmpt	75	6	185	1	0	0	0	0	0
swit@n->swi-t@nd	3	6	49	1	0	0	0	0	0
Vnr5l->Vn-r5ld	2	6	49	1	0	0	0	0	0
Inl2v@n->In-l2-v@nd	2	6	48	1	0	0	0	0	0
v@k1t->v@-k1-tId	3	6	48	1	0	0	0	0	0
dw$f->dw$ft	123	6	244	1	0	0	0	0	0
IvIkt->I-vIk-tId	3	6	47	1	0	0	0	0	0
riIt@r1t->ri-I-t@-r1-tId	2	6	47	1	0	0	0	0	0
stVb->stVbd	27	6	93	1	0	0	0	0	0
tIpIf2->tI-pI-f2d	2	6	47	1	0	0	0	0	0
k@nkQkt->k@n-kQk-tId	2	6	46	1	0	0	0	0	0
r{tIf2->r{-tI-f2d	3	6	46	1	0	0	0	0	0
Vn3T->Vn-3Tt	3	6	46	1	0	0	0	0	0
k@ns2n->k@n-s2nd	3	6	45	1	0	0	0	0	0
p5l->p5ld	145	6	308	1	0	0	0	0	0
sIk@n->sI-k@nd	2	6	45	1	0	0	0	0	0
JEk3->JE-k3d	0	6	44	1	0	0	0	0	0
k@nvin->k@n-vind	3	6	44	1	0	0	0	0	0
dQrn->dQrnd	15	6	60	1	0	0	0	0	0
sp3n->sp3nd	1	6	44	1	0	0	0	0	0
dIsfIg3->dIs-fI-g3d	1	6	43	1	0	0	0	0	0
rEd@n->rE-d@nd	1	6	43	1	0	0	0	0	0
rijun2t->ri-ju-n2-tId	2	6	43	1	0	0	0	0	0
In{m@l->I-n{-m@ld	75	6	117	1	0	0	0	0	0
g{lv@n2z->g{l-v@-n2zd	2	6	42	1	0	0	0	0	0
Int@rIl1t->In-t@-rI-l1-tId	2	6	42	1	0	0	0	0	0
@m{lg@m1t->@-m{l-g@-m1-tId	1	6	41	1	0	0	0	0	0
k1k->k1kt	377	6	651	1	0	0	0	0	0
k$S@n->k$-S@nd	192	6	261	1	0	0	0	0	0
kVvIt->kV-vI-tId	2	6	41	1	0	0	0	0	0
dIskVl3->dIs-kV-l3d	2	6	41	1	0	0	0	0	0
g5d->g5-dId	5	6	49	1	0	0	0	0	0
